Kids_First_Biospecimen_ID	sample_id	cohort_participant_id	cell_type	fraction	cluster_assigned	method	cluster_feature_mean_score	feature_mean_score	feature_variance	molecular_subtype
BS_21RE8W46	7316-1949	C596550	T cell CD4+ naive	0	1	IntNMF	0.004985989252270947	0.0035461669219925985	5.323694401485619e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD4+ (non-regulatory)	0	1	IntNMF	2.2770177993660653e-4	2.655729347206818e-4	3.141775156764923e-6	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD4+ central memory	0.09554466497503568	1	IntNMF	0.02971284677985292	0.01736833620219862	5.926991403897705e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD4+ effector memory	1.427658798041036e-17	1	IntNMF	0.010277962125908596	0.013260328241489825	4.5710470200343174e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD8+ naive	0	1	IntNMF	0.0019521475630694825	0.009432368513169354	1.0600319737753078e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD8+	0	1	IntNMF	0.0019179229772687107	0.0026922238502230097	9.390520944538367e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD8+ central memory	0	1	IntNMF	0.004461038409308192	0.006566342857947108	3.66735890936023e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD8+ effector memory	0.0012337008208579661	1	IntNMF	6.527491152737913e-4	4.0882406577871355e-4	8.576531930866003e-6	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Class-switched memory B cell	0.03885751146265326	1	IntNMF	0.027426773365216175	0.01500891295151236	3.355371950819857e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Common lymphoid progenitor	0.022769506593978688	1	IntNMF	0.12367854587179002	0.21693457999283672	0.014704427739271761	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Common myeloid progenitor	0.0015630599390854879	1	IntNMF	1.6043306748040264e-4	8.097191225804827e-5	9.217609938037137e-7	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Myeloid dendritic cell	4.56010037920836e-19	1	IntNMF	0.0010515558140374581	0.0012251295324518048	1.706413570276046e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Endothelial cell	0.0034095736013390865	1	IntNMF	0.04260277495132351	0.03787502581723671	0.001382270052715572	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Eosinophil	0.03929139908769467	1	IntNMF	0.024732856347395374	0.014243697646901778	2.1620057027765967e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Cancer associated fibroblast	0.14649521515022818	1	IntNMF	0.13508279167233436	0.07037820512192414	0.005857853522019654	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Granulocyte-monocyte progenitor	0	1	IntNMF	4.8008272258803784e-5	3.553221344860862e-4	1.3833031357214354e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Hematopoietic stem cell	0.11003338856403069	1	IntNMF	0.08892831732946595	0.16983044490247043	0.02017807852112425	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Macrophage	0.010842071216229973	1	IntNMF	0.05572173559314787	0.05880693895326338	0.0018670403968166517	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Macrophage M1	0.025547250826058153	1	IntNMF	0.06687308205807842	0.060628671813160985	0.0011650120888651097	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Macrophage M2	0.00784158013368096	1	IntNMF	0.016960072308051966	0.022163407735418163	4.2480971584454304e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Mast cell	0.0195337475213614	1	IntNMF	0.01140916588935747	0.006527521529785992	7.105886050319245e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	B cell memory	6.341272234240359e-18	1	IntNMF	7.874350238213655e-4	0.0013986066104862266	2.7871879855852812e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Monocyte	5.206256140341373e-4	1	IntNMF	0.03914694756948593	0.033152081415901966	0.0012243120139283368	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	B cell naive	5.040110875989129e-18	1	IntNMF	3.75228804370743e-5	5.8955029939410875e-5	3.184646701098714e-7	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Neutrophil	0	1	IntNMF	0.0019199528577299213	0.0012376299150179783	9.941679109674872e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	NK cell	2.871121345696184e-19	1	IntNMF	3.733297873589839e-18	4.020576048185229e-18	5.429245315747896e-35	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell NK	0.14844973126471234	1	IntNMF	0.11353184499828443	0.08663939877778735	0.003379727051375006	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	Plasmacytoid dendritic cell	5.164257096452281e-18	1	IntNMF	0.002689164690439372	0.0025946938014126237	9.291807146369582e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	B cell plasma	2.420709510249746e-19	1	IntNMF	0.005380927632620305	0.004501085545529014	6.445378421713532e-5	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell gamma delta	0	1	IntNMF	9.137335329680104e-5	2.615673518810432e-4	1.6810135706955826e-6	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD4+ Th1	2.062189346505868e-19	1	IntNMF	0.008013486350720302	0.016296174960143017	3.4865280313021145e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell CD4+ Th2	0	1	IntNMF	0.005989540934079696	0.01934387870840072	0.0011746563919262975	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	T cell regulatory (Tregs)	0.03440507380711268	1	IntNMF	0.034788074299450356	0.0255688212345678	6.881961090829847e-4	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	immune score	0.055130620818378086	1	IntNMF	0.10101581485681708	0.08617057438174629	0.0037875822646429493	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	stroma score	0.07759263145458829	1	IntNMF	0.08990915395171885	0.054889930104886395	0.0020347179894153675	LGG, KIAA1549-BRAF
BS_21RE8W46	7316-1949	C596550	microenvironment score	0.13272325227296639	1	IntNMF	0.19092496880853593	0.14106050448663268	0.006775440110094406	LGG, KIAA1549-BRAF
BS_21XGYWWV	7316-4457	C1262595	Myeloid dendritic cell activated	0.14471083756761202	2	IntNMF	0.13729672453052644	0.11831709360011683	0.0025129772606747713	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	B cell	0.01067907780202215	2	IntNMF	0.015337864504886905	0.011105065794352829	3.97750232173297e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD4+ memory	0.02566162746871238	2	IntNMF	0.030314630935473978	0.015171221657019054	3.686917563491935e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD4+ naive	0.0094736830527061	2	IntNMF	0.004667817437637941	0.0035461669219925985	5.323694401485619e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD4+ (non-regulatory)	0	2	IntNMF	1.2454628684524966e-4	2.655729347206818e-4	3.141775156764923e-6	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD4+ central memory	0.0011873554230190798	2	IntNMF	0.008233881010450708	0.01736833620219862	5.926991403897705e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD4+ effector memory	0.027841706663613564	2	IntNMF	0.02477748683237921	0.013260328241489825	4.5710470200343174e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD8+ naive	0.018123763395367413	2	IntNMF	0.015006641387463455	0.009432368513169354	1.0600319737753078e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD8+	0.004092174935140882	2	IntNMF	0.003834122009102765	0.0026922238502230097	9.390520944538367e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD8+ central memory	0	2	IntNMF	0.00945393473334261	0.006566342857947108	3.66735890936023e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD8+ effector memory	0	2	IntNMF	4.5309082543370653e-4	4.0882406577871355e-4	8.576531930866003e-6	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Class-switched memory B cell	1.0419847141317296e-19	2	IntNMF	0.0064755186849891734	0.01500891295151236	3.355371950819857e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Common lymphoid progenitor	0.3663295337896842	2	IntNMF	0.32806462193102776	0.21693457999283672	0.014704427739271761	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Common myeloid progenitor	3.6062677497360463e-19	2	IntNMF	1.7640904798898938e-18	8.097191225804827e-5	9.217609938037137e-7	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Myeloid dendritic cell	0	2	IntNMF	0.0018991521305306226	0.0012251295324518048	1.706413570276046e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Endothelial cell	0.05290947454345037	2	IntNMF	0.03472720118568573	0.03787502581723671	0.001382270052715572	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Eosinophil	0.010446149073187437	2	IntNMF	0.006887720384219581	0.014243697646901778	2.1620057027765967e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Cancer associated fibroblast	0.011041678292412715	2	IntNMF	0.022771974296717384	0.07037820512192414	0.005857853522019654	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Granulocyte-monocyte progenitor	0	2	IntNMF	9.37615639476172e-4	3.553221344860862e-4	1.3833031357214354e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Hematopoietic stem cell	0.08369605501515272	2	IntNMF	0.13260680738789984	0.16983044490247043	0.02017807852112425	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Macrophage	0.08134314845303366	2	IntNMF	0.0818842750875043	0.05880693895326338	0.0018670403968166517	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Macrophage M1	0.08826075672047329	2	IntNMF	0.07619295851179375	0.060628671813160985	0.0011650120888651097	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Macrophage M2	0.024555236306398543	2	IntNMF	0.030077580817965643	0.022163407735418163	4.2480971584454304e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Mast cell	0.004010936834278728	2	IntNMF	0.004594684217580015	0.006527521529785992	7.105886050319245e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	B cell memory	0.006093899200316875	2	IntNMF	0.00332350053387381	0.0013986066104862266	2.7871879855852812e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Monocyte	0.042117873326720734	2	IntNMF	0.04916229961246162	0.033152081415901966	0.0012243120139283368	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	B cell naive	0	2	IntNMF	1.3589106548772404e-4	5.8955029939410875e-5	3.184646701098714e-7	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Neutrophil	0	2	IntNMF	8.296075783987049e-4	0.0012376299150179783	9.941679109674872e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	NK cell	2.5492296881431803e-17	2	IntNMF	3.5878881805217406e-18	4.020576048185229e-18	5.429245315747896e-35	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell NK	0.03991583294825159	2	IntNMF	0.08191530842325005	0.08663939877778735	0.003379727051375006	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	Plasmacytoid dendritic cell	0.0031563479884397215	2	IntNMF	0.004515803388219879	0.0025946938014126237	9.291807146369582e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	B cell plasma	0.0025257512928845765	2	IntNMF	0.004853677872267682	0.004501085545529014	6.445378421713532e-5	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell gamma delta	1.3420302093439364e-18	2	IntNMF	6.787223878271898e-4	2.615673518810432e-4	1.6810135706955826e-6	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD4+ Th1	0.04478785226861351	2	IntNMF	0.024776887317778024	0.016296174960143017	3.4865280313021145e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell CD4+ Th2	0.011829854074803237	2	IntNMF	0.03442230798432365	0.01934387870840072	0.0011746563919262975	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	T cell regulatory (Tregs)	1.1324261909773654e-18	2	IntNMF	0.010172639802103246	0.0255688212345678	6.881961090829847e-4	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	immune score	0.10179290694958908	2	IntNMF	0.10970284787435318	0.08617057438174629	0.0037875822646429493	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	stroma score	0.03197557641793154	2	IntNMF	0.029083582540924052	0.054889930104886395	0.0020347179894153675	LGG, wildtype
BS_21XGYWWV	7316-4457	C1262595	microenvironment score	0.13376848336752062	2	IntNMF	0.13878643041527722	0.14106050448663268	0.006775440110094406	LGG, wildtype
BS_23W9EPFE	7316-3345	C43542	Myeloid dendritic cell activated	0.019786181282047993	1	IntNMF	0.12624876889128317	0.11831709360011683	0.0025129772606747713	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	B cell	2.5526614142319184e-19	1	IntNMF	0.015395883456866285	0.011105065794352829	3.97750232173297e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD4+ memory	2.3927812212609748e-20	1	IntNMF	0.006739243123084527	0.015171221657019054	3.686917563491935e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD4+ naive	2.301817623522149e-18	1	IntNMF	0.004985989252270947	0.0035461669219925985	5.323694401485619e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD4+ (non-regulatory)	3.1548720953201076e-18	1	IntNMF	2.2770177993660653e-4	2.655729347206818e-4	3.141775156764923e-6	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD4+ central memory	0.012205043890456704	1	IntNMF	0.02971284677985292	0.01736833620219862	5.926991403897705e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD4+ effector memory	0	1	IntNMF	0.010277962125908596	0.013260328241489825	4.5710470200343174e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD8+ naive	2.60406941531474e-18	1	IntNMF	0.0019521475630694825	0.009432368513169354	1.0600319737753078e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD8+	0	1	IntNMF	0.0019179229772687107	0.0026922238502230097	9.390520944538367e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD8+ central memory	6.2283021542326954e-18	1	IntNMF	0.004461038409308192	0.006566342857947108	3.66735890936023e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD8+ effector memory	1.3561393910119446e-17	1	IntNMF	6.527491152737913e-4	4.0882406577871355e-4	8.576531930866003e-6	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Class-switched memory B cell	0.02833958912225162	1	IntNMF	0.027426773365216175	0.01500891295151236	3.355371950819857e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Common lymphoid progenitor	0.018510800843505083	1	IntNMF	0.12367854587179002	0.21693457999283672	0.014704427739271761	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Common myeloid progenitor	0	1	IntNMF	1.6043306748040264e-4	8.097191225804827e-5	9.217609938037137e-7	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Myeloid dendritic cell	0	1	IntNMF	0.0010515558140374581	0.0012251295324518048	1.706413570276046e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Endothelial cell	0.03489041001140223	1	IntNMF	0.04260277495132351	0.03787502581723671	0.001382270052715572	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Eosinophil	0.05409870277658329	1	IntNMF	0.024732856347395374	0.014243697646901778	2.1620057027765967e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Cancer associated fibroblast	0.03228653812994218	1	IntNMF	0.13508279167233436	0.07037820512192414	0.005857853522019654	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Granulocyte-monocyte progenitor	5.19771416679213e-18	1	IntNMF	4.8008272258803784e-5	3.553221344860862e-4	1.3833031357214354e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Hematopoietic stem cell	0.20308488658615875	1	IntNMF	0.08892831732946595	0.16983044490247043	0.02017807852112425	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Macrophage	0	1	IntNMF	0.05572173559314787	0.05880693895326338	0.0018670403968166517	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Macrophage M1	1.7187977818291564e-19	1	IntNMF	0.06687308205807842	0.060628671813160985	0.0011650120888651097	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Macrophage M2	0	1	IntNMF	0.016960072308051966	0.022163407735418163	4.2480971584454304e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Mast cell	0.010864103122380366	1	IntNMF	0.01140916588935747	0.006527521529785992	7.105886050319245e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	B cell memory	6.355783728726407e-19	1	IntNMF	7.874350238213655e-4	0.0013986066104862266	2.7871879855852812e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Monocyte	0	1	IntNMF	0.03914694756948593	0.033152081415901966	0.0012243120139283368	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	B cell naive	1.1001000457204774e-18	1	IntNMF	3.75228804370743e-5	5.8955029939410875e-5	3.184646701098714e-7	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Neutrophil	0.008958675357350607	1	IntNMF	0.0019199528577299213	0.0012376299150179783	9.941679109674872e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	NK cell	0	1	IntNMF	3.733297873589839e-18	4.020576048185229e-18	5.429245315747896e-35	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell NK	0.3471141591565015	1	IntNMF	0.11353184499828443	0.08663939877778735	0.003379727051375006	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	Plasmacytoid dendritic cell	0	1	IntNMF	0.002689164690439372	0.0025946938014126237	9.291807146369582e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	B cell plasma	0.011759211380180955	1	IntNMF	0.005380927632620305	0.004501085545529014	6.445378421713532e-5	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell gamma delta	1.9529754439448963e-17	1	IntNMF	9.137335329680104e-5	2.615673518810432e-4	1.6810135706955826e-6	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD4+ Th1	0.05209814668407498	1	IntNMF	0.008013486350720302	0.016296174960143017	3.4865280313021145e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell CD4+ Th2	4.91061301077661e-18	1	IntNMF	0.005989540934079696	0.01934387870840072	0.0011746563919262975	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	T cell regulatory (Tregs)	0.06335811984284563	1	IntNMF	0.034788074299450356	0.0255688212345678	6.881961090829847e-4	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	immune score	0.049280987504209506	1	IntNMF	0.10101581485681708	0.08617057438174629	0.0037875822646429493	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	stroma score	0.033588474070672204	1	IntNMF	0.08990915395171885	0.054889930104886395	0.0020347179894153675	LGG_IDH
BS_23W9EPFE	7316-3345	C43542	microenvironment score	0.0828694615748817	1	IntNMF	0.19092496880853593	0.14106050448663268	0.006775440110094406	LGG_IDH
BS_24AHZ9ZW	7316-361	C75768	Myeloid dendritic cell activated	0.1132035853531323	1	IntNMF	0.12624876889128317	0.11831709360011683	0.0025129772606747713	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	B cell	0.018850321018343153	1	IntNMF	0.015395883456866285	0.011105065794352829	3.97750232173297e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD4+ memory	5.045865993388898e-4	1	IntNMF	0.006739243123084527	0.015171221657019054	3.686917563491935e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD4+ naive	0.010428644289997166	1	IntNMF	0.004985989252270947	0.0035461669219925985	5.323694401485619e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD4+ (non-regulatory)	2.1749825027737305e-18	1	IntNMF	2.2770177993660653e-4	2.655729347206818e-4	3.141775156764923e-6	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD4+ central memory	0.04349962474739057	1	IntNMF	0.02971284677985292	0.01736833620219862	5.926991403897705e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD4+ effector memory	0.005198524619243767	1	IntNMF	0.010277962125908596	0.013260328241489825	4.5710470200343174e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD8+ naive	0.0016693774060194775	1	IntNMF	0.0019521475630694825	0.009432368513169354	1.0600319737753078e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD8+	0	1	IntNMF	0.0019179229772687107	0.0026922238502230097	9.390520944538367e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD8+ central memory	1.350622094927214e-19	1	IntNMF	0.004461038409308192	0.006566342857947108	3.66735890936023e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD8+ effector memory	4.690624231140298e-18	1	IntNMF	6.527491152737913e-4	4.0882406577871355e-4	8.576531930866003e-6	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Class-switched memory B cell	0.056569924896314724	1	IntNMF	0.027426773365216175	0.01500891295151236	3.355371950819857e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Common lymphoid progenitor	0.14631955544781597	1	IntNMF	0.12367854587179002	0.21693457999283672	0.014704427739271761	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Common myeloid progenitor	0	1	IntNMF	1.6043306748040264e-4	8.097191225804827e-5	9.217609938037137e-7	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Myeloid dendritic cell	0	1	IntNMF	0.0010515558140374581	0.0012251295324518048	1.706413570276046e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Endothelial cell	0.0267312998696123	1	IntNMF	0.04260277495132351	0.03787502581723671	0.001382270052715572	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Eosinophil	0.03642269554307078	1	IntNMF	0.024732856347395374	0.014243697646901778	2.1620057027765967e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Cancer associated fibroblast	0.16656773291929405	1	IntNMF	0.13508279167233436	0.07037820512192414	0.005857853522019654	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Granulocyte-monocyte progenitor	3.2095287966449844e-18	1	IntNMF	4.8008272258803784e-5	3.553221344860862e-4	1.3833031357214354e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Hematopoietic stem cell	0	1	IntNMF	0.08892831732946595	0.16983044490247043	0.02017807852112425	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Macrophage	0.09092131578308166	1	IntNMF	0.05572173559314787	0.05880693895326338	0.0018670403968166517	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Macrophage M1	0.10679480691367767	1	IntNMF	0.06687308205807842	0.060628671813160985	0.0011650120888651097	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Macrophage M2	0.01844931816193882	1	IntNMF	0.016960072308051966	0.022163407735418163	4.2480971584454304e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Mast cell	0.013225290354898958	1	IntNMF	0.01140916588935747	0.006527521529785992	7.105886050319245e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	B cell memory	7.827375191173242e-18	1	IntNMF	7.874350238213655e-4	0.0013986066104862266	2.7871879855852812e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Monocyte	0.07184667259424779	1	IntNMF	0.03914694756948593	0.033152081415901966	0.0012243120139283368	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	B cell naive	1.4507239286989209e-18	1	IntNMF	3.75228804370743e-5	5.8955029939410875e-5	3.184646701098714e-7	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Neutrophil	2.9517220009553376e-19	1	IntNMF	0.0019199528577299213	0.0012376299150179783	9.941679109674872e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	NK cell	4.8895526226044004e-18	1	IntNMF	3.733297873589839e-18	4.020576048185229e-18	5.429245315747896e-35	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell NK	0.15886671258991417	1	IntNMF	0.11353184499828443	0.08663939877778735	0.003379727051375006	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	Plasmacytoid dendritic cell	0.002021124213779951	1	IntNMF	0.002689164690439372	0.0025946938014126237	9.291807146369582e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	B cell plasma	3.5984665191274014e-4	1	IntNMF	0.005380927632620305	0.004501085545529014	6.445378421713532e-5	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell gamma delta	1.0563586650121774e-18	1	IntNMF	9.137335329680104e-5	2.615673518810432e-4	1.6810135706955826e-6	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD4+ Th1	0.02795604517678164	1	IntNMF	0.008013486350720302	0.016296174960143017	3.4865280313021145e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell CD4+ Th2	0	1	IntNMF	0.005989540934079696	0.01934387870840072	0.0011746563919262975	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	T cell regulatory (Tregs)	0.0037739169111475224	1	IntNMF	0.034788074299450356	0.0255688212345678	6.881961090829847e-4	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	immune score	0.15417753019576155	1	IntNMF	0.10101581485681708	0.08617057438174629	0.0037875822646429493	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	stroma score	0.09890816971910257	1	IntNMF	0.08990915395171885	0.054889930104886395	0.0020347179894153675	LGG, BRAF V600E
BS_24AHZ9ZW	7316-361	C75768	microenvironment score	0.2530856999148641	1	IntNMF	0.19092496880853593	0.14106050448663268	0.006775440110094406	LGG, BRAF V600E
BS_258RRGDM	7316-2195	C650178	Myeloid dendritic cell activated	0.07323915192637909	3	IntNMF	0.08509062064265994	0.11831709360011683	0.0025129772606747713	LGG, wildtype
BS_258RRGDM	7316-2195	C650178	B cell	0	3	IntNMF	1.3066366044761567e-4	0.011105065794352829	3.97750232173297e-4	LGG, wildtype
BS_258RRGDM	7316-2195	C650178	T cell CD4+ memory	0	3	IntNMF	0.009522063221972138	0.015171221657019054	3.686917563491935e-4	LGG, wildtype
BS_258RRGDM	7316-2195	C650178	T cell CD4+ naive	5.820473141268172e-18	3	IntNMF	2.1010343038393498e-4	0.0035461669219925985	5.323694401485619e-5	LGG, wildtype
